2017-06-05 09:26:35		初始化 :330435
2017-06-05 09:26:36		连接弹幕服务器...openbarrage.douyutv.com:8601
2017-06-05 09:26:36		连接成功,发送登录请求...
2017-06-05 09:26:36		Received from login		b'\xee\x00\x00\x00\xee\x00\x00\x00\xb2\x02\x00\x00type@=loginres/userid@=0/roomgroup@=0/pg@=0/sessionid@=0/username@=/nickname@=/live_stat@=0/is_illegal@=0/ill_ct@=/ill_ts@=0/now@=0/ps@=0/es@=0/it@=0/its@=0/npv@=0/best_dlev@=0/cur_lev@=0/nrc@=2675131232/ih@=0/sid@=70103/sahf@=0/\x00'
2017-06-05 09:26:36		登录成功
2017-06-05 09:26:36		进入弹幕服务器...
2017-06-05 09:26:36		心跳包机制启动...
2017-06-05 09:26:36		监听中 :330435
2017-06-05 09:29:06		初始化 :b'213312'
2017-06-05 09:29:06		初始化 :b'442076'
2017-06-05 09:29:06		初始化 :b'2258595'
2017-06-05 09:29:06		初始化 :b'2065282'
2017-06-05 09:29:06		初始化 :b'849421'
2017-06-05 09:29:06		初始化 :b'1846261'
2017-06-05 09:29:06		初始化 :b'1927493'
2017-06-05 09:29:06		初始化 :b'2242201'
2017-06-05 09:29:06		初始化 :b'226594'
2017-06-05 09:29:06		初始化 :b'2004719'
2017-06-05 09:29:06		初始化 :b'2220248'
2017-06-05 09:29:06		初始化 :b'2133811'
2017-06-05 09:29:06		初始化 :b'2146846'
2017-06-05 09:29:06		初始化 :b'1740930'
2017-06-05 09:29:06		初始化 :b'2248771'
2017-06-05 09:29:06		初始化 :b'2257650'
2017-06-05 09:29:06		初始化 :b'2155333'
2017-06-05 09:29:06		初始化 :b'1746982'
2017-06-05 09:29:06		初始化 :b'715962'
2017-06-05 09:29:06		初始化 :b'675666'
2017-06-05 09:29:06		初始化 :b'1722391'
2017-06-05 09:29:06		初始化 :b'528699'
2017-06-05 09:29:06		初始化 :b'1600590'
2017-06-05 09:29:06		初始化 :b'2258606'
2017-06-05 09:29:06		初始化 :b'1023992'
2017-06-05 09:29:07		初始化 :b'2258574'
2017-06-05 09:29:07		初始化 :b'1951903'
2017-06-05 09:29:07		初始化 :b'582852'
2017-06-05 09:29:07		初始化 :b'1996943'
2017-06-05 09:29:07		初始化 :b'2257786'
2017-06-05 09:29:07		初始化 :b'2145730'
2017-06-05 09:29:07		初始化 :b'2218204'
2017-06-05 09:29:07		初始化 :b'1179610'
2017-06-05 09:29:07		初始化 :b'751320'
2017-06-05 09:29:07		初始化 :b'717354'
2017-06-05 09:29:07		初始化 :b'2258508'
2017-06-05 09:29:07		初始化 :b'608841'
2017-06-05 09:29:07		初始化 :b'2251055'
2017-06-05 09:29:07		初始化 :b'2258370'
2017-06-05 09:29:07		初始化 :b'1552519'
2017-06-05 09:29:07		初始化 :b'836519'
2017-06-05 09:29:07		初始化 :b'677683'
2017-06-05 09:29:07		初始化 :b'1040463'
2017-06-05 09:29:07		初始化 :b'2258500'
2017-06-05 09:29:07		初始化 :b'636159'
2017-06-05 09:29:07		初始化 :b'1161135'
2017-06-05 09:29:07		初始化 :b'35340'
2017-06-05 09:29:07		初始化 :b'1590035'
2017-06-05 09:29:07		初始化 :b'1725102'
2017-06-05 09:29:07		初始化 :b'570443'
2017-06-05 09:29:07		初始化 :b'1523839'
2017-06-05 09:29:07		初始化 :b'792688'
2017-06-05 09:29:07		初始化 :b'419724'
2017-06-05 09:29:07		初始化 :b'2258579'
2017-06-05 09:29:07		初始化 :b'413573'
2017-06-05 09:29:07		初始化 :b'801394'
2017-06-05 09:29:07		初始化 :b'2112907'
2017-06-05 09:29:07		初始化 :b'2252819'
2017-06-05 09:29:07		初始化 :b'1746967'
2017-06-05 09:29:07		初始化 :b'2114522'
2017-06-05 09:29:07		初始化 :b'782454'
2017-06-05 09:29:07		初始化 :b'672755'
2017-06-05 09:29:07		初始化 :b'2250732'
2017-06-05 09:29:07		初始化 :b'1931813'
2017-06-05 09:29:07		初始化 :b'705567'
2017-06-05 09:29:07		初始化 :b'1967712'
2017-06-05 09:29:07		初始化 :b'1567691'
2017-06-05 09:29:07		初始化 :b'584705'
2017-06-05 09:29:07		初始化 :b'661396'
2017-06-05 09:29:07		初始化 :b'1091684'
2017-06-05 09:29:07		初始化 :b'997925'
2017-06-05 09:29:07		初始化 :b'987322'
2017-06-05 09:29:07		初始化 :b'2219546'
2017-06-05 09:29:07		初始化 :b'2089771'
2017-06-05 09:29:07		初始化 :b'998323'
2017-06-05 09:29:07		初始化 :b'555509'
2017-06-05 09:29:07		初始化 :b'2075723'
2017-06-05 09:29:07		初始化 :b'316324'
2017-06-05 09:29:07		初始化 :b'1054197'
2017-06-05 09:29:07		初始化 :b'202083'
2017-06-05 09:29:07		初始化 :b'1191661'
2017-06-05 09:29:07		初始化 :b'927845'
2017-06-05 09:29:07		初始化 :b'914202'
2017-06-05 09:29:07		初始化 :b'744077'
2017-06-05 09:29:07		初始化 :b'2255598'
2017-06-05 09:29:07		初始化 :b'483794'
2017-06-05 09:29:07		初始化 :b'2258420'
2017-06-05 09:29:07		初始化 :b'1138758'
2017-06-05 09:29:07		初始化 :b'2106867'
2017-06-05 09:29:07		初始化 :b'782550'
2017-06-05 09:29:07		初始化 :b'2255026'
2017-06-05 09:29:07		初始化 :b'1179722'
2017-06-05 09:29:07		初始化 :b'2258527'
2017-06-05 09:29:07		初始化 :b'2181245'
2017-06-05 09:29:07		初始化 :b'516306'
2017-06-05 09:29:07		初始化 :b'713443'
2017-06-05 09:29:07		初始化 :b'1633371'
2017-06-05 09:29:07		初始化 :b'2010023'
2017-06-05 09:29:07		初始化 :b'99096'
2017-06-05 09:29:07		初始化 :b'504314'
2017-06-05 09:29:07		初始化 :b'538092'
2017-06-05 09:29:07		初始化 :b'852673'
2017-06-05 09:29:07		初始化 :b'2110225'
2017-06-05 09:29:07		初始化 :b'782559'
2017-06-05 09:29:07		初始化 :b'1385530'
2017-06-05 09:29:07		初始化 :b'1747073'
2017-06-05 09:29:07		初始化 :b'434450'
2017-06-05 09:29:07		初始化 :b'1614179'
2017-06-05 09:29:07		初始化 :b'1665798'
2017-06-05 09:29:07		初始化 :b'516089'
2017-06-05 09:29:07		初始化 :b'2133180'
2017-06-05 09:29:07		初始化 :b'1239185'
2017-06-05 09:29:07		初始化 :b'1468449'
2017-06-05 09:29:07		初始化 :b'2159878'
2017-06-05 09:29:07		初始化 :b'2210949'
2017-06-05 09:29:07		初始化 :b'596974'
2017-06-05 09:29:07		初始化 :b'2258083'
2017-06-05 09:29:07		初始化 :b'474928'
2017-06-05 09:29:07		初始化 :b'2069765'
2017-06-05 09:29:07		初始化 :b'43983'
2017-06-05 09:29:07		初始化 :b'696178'
2017-06-05 09:29:07		初始化 :b'1635864'
2017-06-05 09:29:07		初始化 :b'1298029'
2017-06-05 09:29:07		初始化 :b'2219141'
2017-06-05 09:29:07		初始化 :b'2246826'
2017-06-05 09:29:07		初始化 :b'782544'
2017-06-05 09:29:07		初始化 :b'2114856'
2017-06-05 09:29:07		初始化 :b'1832932'
2017-06-05 09:29:07		初始化 :b'2258523'
2017-06-05 09:29:07		初始化 :b'1312428'
2017-06-05 09:29:07		初始化 :b'2212394'
2017-06-05 09:29:07		初始化 :b'1641083'
2017-06-05 09:29:07		初始化 :b'710972'
2017-06-05 09:29:07		初始化 :b'305233'
2017-06-05 09:29:07		初始化 :b'2091002'
2017-06-05 09:29:07		初始化 :b'667195'
2017-06-05 09:29:07		初始化 :b'1018934'
2017-06-05 09:29:07		初始化 :b'586291'
2017-06-05 09:29:07		初始化 :b'442078'
2017-06-05 09:29:07		初始化 :b'1381309'
2017-06-05 09:29:07		初始化 :b'1887768'
2017-06-05 09:29:07		初始化 :b'75282'
2017-06-05 09:29:07		初始化 :b'1621225'
2017-06-05 09:29:07		初始化 :b'1492809'
2017-06-05 09:29:07		初始化 :b'230361'
2017-06-05 09:29:07		初始化 :b'2083200'
2017-06-05 09:29:07		初始化 :b'604793'
2017-06-05 09:29:07		初始化 :b'2216423'
2017-06-05 09:29:07		初始化 :b'782520'
2017-06-05 09:29:07		初始化 :b'2041888'
2017-06-05 09:29:07		初始化 :b'464217'
2017-06-05 09:29:07		初始化 :b'684367'
2017-06-05 09:29:07		初始化 :b'2068855'
2017-06-05 09:29:07		初始化 :b'1618422'
2017-06-05 09:29:07		初始化 :b'1860762'
2017-06-05 09:29:07		初始化 :b'439358'
2017-06-05 09:29:07		初始化 :b'2154058'
2017-06-05 09:29:07		初始化 :b'2253951'
2017-06-05 09:29:07		初始化 :b'2206713'
2017-06-05 09:29:07		初始化 :b'903309'
2017-06-05 09:29:07		初始化 :b'1223543'
2017-06-05 09:29:07		初始化 :b'295560'
2017-06-05 09:29:07		初始化 :b'1680741'
2017-06-05 09:29:07		初始化 :b'195049'
2017-06-05 09:29:07		初始化 :b'1905693'
2017-06-05 09:29:07		初始化 :b'2106382'
2017-06-05 09:29:07		初始化 :b'316915'
2017-06-05 09:29:07		初始化 :b'516010'
2017-06-05 09:29:07		初始化 :b'1352498'
2017-06-05 09:29:07		初始化 :b'1399818'
2017-06-05 09:29:07		初始化 :b'1549624'
2017-06-05 09:29:07		初始化 :b'790856'
2017-06-05 09:29:07		初始化 :b'540608'
2017-06-05 09:29:07		初始化 :b'692949'
2017-06-05 09:29:07		初始化 :b'1885553'
2017-06-05 09:29:07		初始化 :b'2164492'
2017-06-05 09:29:07		初始化 :b'1275713'
2017-06-05 09:29:07		初始化 :b'6324'
2017-06-05 09:29:07		初始化 :b'428952'
2017-06-05 09:29:07		初始化 :b'2258450'
